,구분코드,대분류,중분류,소분류,명칭,시,구,동
845,BE_IW16-0328,한식/중식/일식,전통음식,한식 일반,미도,서울특별시,관악구,인헌동
846,BE_IW16-0329,한식/중식/일식,전통음식,한식 일반,미도,서울특별시,강남구,도곡2동
847,BE_IW16-0330,한식/중식/일식,전통음식,한식 일반,미락,서울특별시,동대문구,용신동
848,BE_IW16-0331,한식/중식/일식,전통음식,한식 일반,미락,서울특별시,동작구,신대방2동
849,BE_IW16-0332,한식/중식/일식,전통음식,한식 일반,미락,서울특별시,마포구,공덕동
850,BE_IW16-0333,한식/중식/일식,전통음식,한식 일반,미락식당,서울특별시,송파구,석촌동
851,BE_IW16-0334,한식/중식/일식,전통음식,한식 일반,미락식당,서울특별시,양천구,신정4동
852,BE_IW16-0335,한식/중식/일식,전통음식,한식 일반,미르,서울특별시,종로구,사직동
853,BE_IW16-0336,한식/중식/일식,전통음식,한식 일반,미르,서울특별시,중구,중림동
854,BE_IW16-0337,한식/중식/일식,전통음식,한식 일반,미산,서울특별시,강남구,논현1동
855,BE_IW16-0338,한식/중식/일식,전통음식,한식 일반,미성옥,서울특별시,중구,명동
856,BE_IW16-0339,한식/중식/일식,전통음식,한식 일반,미향,서울특별시,강남구,역삼2동
857,BE_IW16-0340,한식/중식/일식,전통음식,한식 일반,민가다헌,서울특별시,종로구,종로1.2.3.4가동
858,BE_IW16-0341,한식/중식/일식,전통음식,한식 일반,민들레,서울특별시,마포구,서교동
859,BE_IW16-0342,한식/중식/일식,전통음식,한식 일반,민들레,서울특별시,강남구,역삼1동
860,BE_IW16-0343,한식/중식/일식,전통음식,한식 일반,민속두부마을,서울특별시,강북구,번2동
861,BE_IW16-0344,한식/중식/일식,전통음식,한식 일반,민속식당,서울특별시,서대문구,연희동
862,BE_IW16-0345,한식/중식/일식,전통음식,한식 일반,민속식당,서울특별시,서대문구,연희동
863,BE_IW16-0346,한식/중식/일식,전통음식,한식 일반,민속집,서울특별시,종로구,혜화동
864,BE_IW16-0347,한식/중식/일식,전통음식,한식 일반,바달비,서울특별시,관악구,신림동
865,BE_IW16-0348,한식/중식/일식,전통음식,한식 일반,바우식당,서울특별시,도봉구,방학1동
866,BE_IW16-0349,한식/중식/일식,전통음식,한식 일반,박대감네청담본점,서울특별시,강남구,청담동
867,BE_IW16-0350,한식/중식/일식,전통음식,한식 일반,박서방순대국,서울특별시,강남구,삼성1동
868,BE_IW16-0351,한식/중식/일식,전통음식,한식 일반,박석고개,서울특별시,종로구,혜화동
869,BE_IW16-0352,한식/중식/일식,전통음식,한식 일반,반룡산,서울특별시,강남구,대치4동
870,BE_IW16-0353,한식/중식/일식,전통음식,한식 일반,방아골,서울특별시,도봉구,방학1동
871,BE_IW16-0354,한식/중식/일식,전통음식,한식 일반,백송,서울특별시,종로구,청운효자동
872,BE_IW16-0355,한식/중식/일식,전통음식,한식 일반,백암순대,서울특별시,중구,회현동
873,BE_IW16-0356,한식/중식/일식,전통음식,한식 일반,백암왕순대,서울특별시,은평구,갈현2동
874,BE_IW16-0357,한식/중식/일식,전통음식,한식 일반,백암왕순대,서울특별시,서초구,서초1동
875,BE_IW16-0358,한식/중식/일식,전통음식,한식 일반,백운산장,서울특별시,강북구,우이동
876,BE_IW16-0359,한식/중식/일식,전통음식,한식 일반,백운산장,서울특별시,강북구,우이동
877,BE_IW16-0360,한식/중식/일식,전통음식,한식 일반,백합,서울특별시,구로구,고척1동
878,BE_IW16-0361,한식/중식/일식,전통음식,한식 일반,뱀부하우스,서울특별시,강남구,역삼1동
879,BE_IW16-0362,한식/중식/일식,전통음식,한식 일반,뱃고동,서울특별시,강남구,역삼1동
880,BE_IW16-0363,한식/중식/일식,전통음식,한식 일반,버드나무집,서울특별시,강동구,강일동
881,BE_IW16-0364,한식/중식/일식,전통음식,한식 일반,버드나무집,서울특별시,송파구,오금동
882,BE_IW16-0365,한식/중식/일식,전통음식,한식 일반,버드나무집,서울특별시,강남구,역삼1동
883,BE_IW16-0366,한식/중식/일식,전통음식,한식 일반,버드나무집,서울특별시,마포구,아현동
884,BE_IW16-0083,한식/중식/일식,전통음식,한식 일반,고향식당,서울특별시,구로구,개봉1동
885,BE_IW16-0084,한식/중식/일식,전통음식,한식 일반,고향식당,서울특별시,강남구,논현2동
886,BE_IW16-0085,한식/중식/일식,전통음식,한식 일반,고향쌈밥,서울특별시,구로구,개봉1동
887,BE_IW16-0086,한식/중식/일식,전통음식,한식 일반,고향집,서울특별시,광진구,구의1동
888,BE_IW16-0087,한식/중식/일식,전통음식,한식 일반,고향집,서울특별시,강남구,논현2동
889,BE_IW16-0088,한식/중식/일식,전통음식,한식 일반,고향집,서울특별시,성북구,보문동
890,BE_IW16-0089,한식/중식/일식,전통음식,한식 일반,고향집,서울특별시,관악구,중앙동
891,BE_IW16-0090,한식/중식/일식,전통음식,한식 일반,고향집,서울특별시,서초구,서초1동
892,BE_IW16-0091,한식/중식/일식,전통음식,한식 일반,고흥식당,서울특별시,강서구,화곡1동
893,BE_IW16-0092,한식/중식/일식,전통음식,한식 일반,골방집,서울특별시,강북구,번1동
894,BE_IW16-0093,한식/중식/일식,전통음식,한식 일반,곰국시집,서울특별시,중구,명동
895,BE_IW16-0094,한식/중식/일식,전통음식,한식 일반,곰국시집,서울특별시,중구,명동
896,BE_IW16-0095,한식/중식/일식,전통음식,한식 일반,곰마루,서울특별시,종로구,교남동
897,BE_IW16-0096,한식/중식/일식,전통음식,한식 일반,곰바위,서울특별시,강남구,삼성1동
898,BE_IW16-0097,한식/중식/일식,전통음식,한식 일반,곰솥집,서울특별시,중구,명동
899,BE_IW16-0098,한식/중식/일식,전통음식,한식 일반,곰탕집,서울특별시,성북구,동선동
900,BE_IW16-0099,한식/중식/일식,전통음식,한식 일반,공원가든,서울특별시,구로구,구로5동
901,BE_IW16-0100,한식/중식/일식,전통음식,한식 일반,공원산장,서울특별시,강북구,우이동
902,BE_IW16-0101,한식/중식/일식,전통음식,한식 일반,공주집,서울특별시,노원구,상계1동
903,BE_IW16-0102,한식/중식/일식,전통음식,한식 일반,광양불고기,서울특별시,양천구,신월4동
904,BE_IW16-0103,한식/중식/일식,전통음식,한식 일반,광양불고기,서울특별시,송파구,석촌동
905,BE_IW16-0104,한식/중식/일식,전통음식,한식 일반,광양불고기,서울특별시,서초구,반포4동
906,BE_IW16-0105,한식/중식/일식,전통음식,한식 일반,광양불고기본가,서울특별시,강남구,대치2동
907,BE_IW16-0106,한식/중식/일식,전통음식,한식 일반,광화문집,서울특별시,종로구,사직동
908,BE_IW16-0107,한식/중식/일식,전통음식,한식 일반,구운몽,서울특별시,강남구,역삼1동
909,BE_IW16-0108,한식/중식/일식,전통음식,한식 일반,국수집,서울특별시,금천구,독산1동
910,BE_IW16-0109,한식/중식/일식,전통음식,한식 일반,국시집,서울특별시,성북구,성북동
911,BE_IW16-0110,한식/중식/일식,전통음식,한식 일반,국화정원,서울특별시,성북구,성북동
912,BE_IW16-0111,한식/중식/일식,전통음식,한식 일반,굴사냥,서울특별시,영등포구,영등포본동
913,BE_IW16-0112,한식/중식/일식,전통음식,한식 일반,굿모닝,서울특별시,송파구,석촌동
914,BE_IW16-0113,한식/중식/일식,전통음식,한식 일반,궁,서울특별시,동대문구,이문1동
915,BE_IW16-0114,한식/중식/일식,전통음식,한식 일반,궁연청담점,서울특별시,강남구,청담동
916,BE_IW16-0115,한식/중식/일식,전통음식,한식 일반,궁중오리,서울특별시,송파구,거여1동
917,BE_IW16-0116,한식/중식/일식,전통음식,한식 일반,그린,서울특별시,서대문구,홍제1동
918,BE_IW16-0117,한식/중식/일식,전통음식,한식 일반,그린하우스,서울특별시,종로구,평창동
919,BE_IW16-0118,한식/중식/일식,전통음식,한식 일반,금강산,서울특별시,동대문구,이문1동
920,BE_IW16-0119,한식/중식/일식,전통음식,한식 일반,금강산,서울특별시,강남구,논현2동
921,BE_IW16-0120,한식/중식/일식,전통음식,한식 일반,금강산,서울특별시,마포구,아현동
922,BE_IW16-0121,한식/중식/일식,전통음식,한식 일반,금강산감자탕,서울특별시,강동구,암사1동
923,BE_IW16-0122,한식/중식/일식,전통음식,한식 일반,금강산감자탕,서울특별시,용산구,청파동
924,BE_IW16-0123,한식/중식/일식,전통음식,한식 일반,금강호민물장어,서울특별시,양천구,신월1동
925,BE_IW16-0124,한식/중식/일식,전통음식,한식 일반,금모래,서울특별시,강남구,역삼1동
926,BE_IW16-0125,한식/중식/일식,전통음식,한식 일반,금수복국,서울특별시,강남구,압구정동
927,BE_IW16-0126,한식/중식/일식,전통음식,한식 일반,금천식당,서울특별시,영등포구,양평1동
928,BE_IW16-0127,한식/중식/일식,전통음식,한식 일반,기꾸,서울특별시,용산구,남영동
929,BE_IW16-0128,한식/중식/일식,전통음식,한식 일반,기와집,서울특별시,강북구,우이동
930,BE_IW16-0129,한식/중식/일식,전통음식,한식 일반,기와집,서울특별시,중랑구,면목제3.8동
931,BE_IW16-0130,한식/중식/일식,전통음식,한식 일반,김밥사랑,서울특별시,관악구,신림동
932,BE_IW16-0131,한식/중식/일식,전통음식,한식 일반,김삼보,서울특별시,중구,광희동
933,BE_IW16-0132,한식/중식/일식,전통음식,한식 일반,꿈꾸는돼지,서울특별시,강서구,화곡3동
934,BE_IW16-0133,한식/중식/일식,전통음식,한식 일반,꿈꾸는소나무,서울특별시,강동구,천호1동
935,BE_IW16-0134,한식/중식/일식,전통음식,한식 일반,나루터,서울특별시,마포구,도화동
936,BE_IW16-0135,한식/중식/일식,전통음식,한식 일반,나주식당,서울특별시,중랑구,묵2동
937,BE_IW16-0136,한식/중식/일식,전통음식,한식 일반,낙원,서울특별시,동대문구,장안1동
938,BE_IW16-0137,한식/중식/일식,전통음식,한식 일반,낙원,서울특별시,서초구,서초2동
939,BE_IW16-0138,한식/중식/일식,전통음식,한식 일반,낙지마당,서울특별시,금천구,독산2동
940,BE_IW16-0139,한식/중식/일식,전통음식,한식 일반,낙지마당,서울특별시,성북구,장위2동
941,BE_IW16-0140,한식/중식/일식,전통음식,한식 일반,낙지마을,서울특별시,강남구,일원1동
942,BE_IW16-0141,한식/중식/일식,전통음식,한식 일반,낙지마을,서울특별시,강동구,성내2동
943,BE_IW16-0142,한식/중식/일식,전통음식,한식 일반,남도,서울특별시,관악구,조원동
944,BE_IW16-0143,한식/중식/일식,전통음식,한식 일반,남도마루,서울특별시,송파구,오금동
945,BE_IW16-0144,한식/중식/일식,전통음식,한식 일반,남도식당,서울특별시,동작구,대방동
946,BE_IW16-0145,한식/중식/일식,전통음식,한식 일반,남도식당,서울특별시,양천구,신정4동
947,BE_IW16-0146,한식/중식/일식,전통음식,한식 일반,남매집,서울특별시,서대문구,천연동
948,BE_IW16-0147,한식/중식/일식,전통음식,한식 일반,남미옥,서울특별시,서초구,서초1동
949,BE_IW16-0148,한식/중식/일식,전통음식,한식 일반,남북통일,서울특별시,마포구,서교동
950,BE_IW16-0149,한식/중식/일식,전통음식,한식 일반,남성,서울특별시,마포구,아현동
951,BE_IW16-0150,한식/중식/일식,전통음식,한식 일반,남원,서울특별시,종로구,가회동
952,BE_IW16-0151,한식/중식/일식,전통음식,한식 일반,남원골추어탕,서울특별시,송파구,장지동
953,BE_IW16-0152,한식/중식/일식,전통음식,한식 일반,남원골추어탕,서울특별시,강북구,수유1동
954,BE_IW16-0153,한식/중식/일식,전통음식,한식 일반,남원식당,서울특별시,구로구,개봉1동
955,BE_IW16-0154,한식/중식/일식,전통음식,한식 일반,남원식당,서울특별시,송파구,잠실본동
956,BE_IW16-0155,한식/중식/일식,전통음식,한식 일반,남원식당,서울특별시,용산구,남영동
957,BE_IW16-0156,한식/중식/일식,전통음식,한식 일반,남원집,서울특별시,서대문구,홍제3동
958,BE_IW16-0157,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,광진구,구의2동
959,BE_IW16-0158,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,마포구,성산1동
960,BE_IW16-0159,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,마포구,신수동
961,BE_IW16-0160,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,강서구,화곡1동
962,BE_IW16-0161,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,서초구,양재2동
963,BE_IW16-0162,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,중구,신당5동
964,BE_IW16-0163,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,종로구,종로5.6가동
965,BE_IW16-0164,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,동대문구,청량리동
966,BE_IW16-0165,한식/중식/일식,전통음식,한식 일반,남원추어탕,서울특별시,영등포구,영등포동
967,BE_IW16-0223,한식/중식/일식,전통음식,한식 일반,도깨비한촌스타점,서울특별시,강남구,역삼1동
968,BE_IW16-0224,한식/중식/일식,전통음식,한식 일반,도장골,서울특별시,성동구,행당2동
969,BE_IW16-0225,한식/중식/일식,전통음식,한식 일반,독도참치,서울특별시,동대문구,장안1동
970,BE_IW16-0226,한식/중식/일식,전통음식,한식 일반,돈가우가,서울특별시,서초구,서초4동
971,BE_IW16-0227,한식/중식/일식,전통음식,한식 일반,돈데이,서울특별시,서대문구,신촌동
972,BE_IW16-0228,한식/중식/일식,전통음식,한식 일반,돈데이,서울특별시,양천구,신정2동
