,구분코드,대분류,중분류,소분류,명칭,시,구,동
579,BE_IW16-0853,한식/중식/일식,전통음식,한식 일반,참이맛뼈다귀,서울특별시,마포구,서교동
580,BE_IW16-0854,한식/중식/일식,전통음식,한식 일반,채근담,서울특별시,강남구,대치2동
581,BE_IW16-0855,한식/중식/일식,전통음식,한식 일반,채석강,서울특별시,서초구,서초1동
582,BE_IW16-0856,한식/중식/일식,전통음식,한식 일반,채선당,서울특별시,마포구,서교동
583,BE_IW16-0857,한식/중식/일식,전통음식,한식 일반,채선당,서울특별시,강서구,등촌1동
584,BE_IW16-0858,한식/중식/일식,전통음식,한식 일반,채선당명일점,서울특별시,강동구,명일2동
585,BE_IW16-0859,한식/중식/일식,전통음식,한식 일반,천하태평,서울특별시,강서구,화곡3동
586,BE_IW16-0860,한식/중식/일식,전통음식,한식 일반,첨벙,서울특별시,강남구,대치1동
587,BE_IW16-0861,한식/중식/일식,전통음식,한식 일반,청계산맛고을,서울특별시,서초구,양재2동
588,BE_IW16-0862,한식/중식/일식,전통음식,한식 일반,청계숯불생고기,서울특별시,송파구,가락본동
589,BE_IW16-0863,한식/중식/일식,전통음식,한식 일반,청기와,서울특별시,강서구,공항동
590,BE_IW16-0864,한식/중식/일식,전통음식,한식 일반,청기와집,서울특별시,서초구,방배4동
591,BE_IW16-0865,한식/중식/일식,전통음식,한식 일반,청기와집,서울특별시,노원구,공릉1동
592,BE_IW16-0866,한식/중식/일식,전통음식,한식 일반,청담골,서울특별시,강남구,청담동
593,BE_IW16-0867,한식/중식/일식,전통음식,한식 일반,청담복집,서울특별시,강남구,청담동
594,BE_IW16-0868,한식/중식/일식,전통음식,한식 일반,청마루,서울특별시,강동구,길동
595,BE_IW16-0869,한식/중식/일식,전통음식,한식 일반,청목,서울특별시,송파구,삼전동
596,BE_IW16-0870,한식/중식/일식,전통음식,한식 일반,청산가든,서울특별시,강북구,우이동
597,BE_IW16-0871,한식/중식/일식,전통음식,한식 일반,청솔식당,서울특별시,송파구,풍납2동
598,BE_IW16-0872,한식/중식/일식,전통음식,한식 일반,청솔식당,서울특별시,은평구,증산동
599,BE_IW16-0873,한식/중식/일식,전통음식,한식 일반,청송면옥,서울특별시,관악구,보라매동
600,BE_IW16-0874,한식/중식/일식,전통음식,한식 일반,청수,서울특별시,중구,광희동
601,BE_IW16-0875,한식/중식/일식,전통음식,한식 일반,청수면옥,서울특별시,관악구,대학동
602,BE_IW16-0876,한식/중식/일식,전통음식,한식 일반,청수보리밥,서울특별시,강북구,수유3동
603,BE_IW16-0877,한식/중식/일식,전통음식,한식 일반,청수복국,서울특별시,강남구,신사동
604,BE_IW16-0878,한식/중식/일식,전통음식,한식 일반,청수정,서울특별시,종로구,삼청동
605,BE_IW16-0879,한식/중식/일식,전통음식,한식 일반,청정회수산,서울특별시,강남구,논현1동
606,BE_IW16-0880,한식/중식/일식,전통음식,한식 일반,청진동해장국,서울특별시,성동구,마장동
607,BE_IW16-0881,한식/중식/일식,전통음식,한식 일반,청진동해장국,서울특별시,금천구,시흥1동
608,BE_IW16-0882,한식/중식/일식,전통음식,한식 일반,청진동해장국,서울특별시,성북구,삼선동
609,BE_IW16-0883,한식/중식/일식,전통음식,한식 일반,청진동해장국,서울특별시,강서구,등촌2동
610,BE_IW16-0998,한식/중식/일식,전통음식,한식 일반,한소반,서울특별시,서초구,내곡동
611,BE_IW16-0999,한식/중식/일식,전통음식,한식 일반,한솔정,서울특별시,서대문구,남가좌2동
612,BE_IW16-1000,한식/중식/일식,전통음식,한식 일반,한솥도시락,서울특별시,관악구,대학동
613,BE_IW16-1001,한식/중식/일식,전통음식,한식 일반,한솥도시락,서울특별시,광진구,화양동
614,BE_IW16-1002,한식/중식/일식,전통음식,한식 일반,한솥도시락,서울특별시,노원구,중계1동
615,BE_IW16-1003,한식/중식/일식,전통음식,한식 일반,한양가든,서울특별시,강북구,번1동
616,BE_IW16-1004,한식/중식/일식,전통음식,한식 일반,한옥,서울특별시,종로구,무악동
617,BE_IW16-1005,한식/중식/일식,전통음식,한식 일반,한옥식당,서울특별시,성북구,정릉3동
618,BE_IW16-1006,한식/중식/일식,전통음식,한식 일반,한우리,서울특별시,강남구,개포2동
619,BE_IW16-1007,한식/중식/일식,전통음식,한식 일반,한우마을,서울특별시,강북구,우이동
620,BE_IW16-1008,한식/중식/일식,전통음식,한식 일반,한우마을,서울특별시,중구,황학동
621,BE_IW16-1009,한식/중식/일식,전통음식,한식 일반,한우만,서울특별시,서초구,서초3동
622,BE_IW16-1010,한식/중식/일식,전통음식,한식 일반,한우촌,서울특별시,중구,을지로동
623,BE_IW16-1011,한식/중식/일식,전통음식,한식 일반,한우촌,서울특별시,마포구,상암동
624,BE_IW16-1012,한식/중식/일식,전통음식,한식 일반,한우한마리,서울특별시,강서구,화곡1동
625,BE_IW16-1013,한식/중식/일식,전통음식,한식 일반,한우향기,서울특별시,종로구,평창동
626,BE_IW16-1014,한식/중식/일식,전통음식,한식 일반,한울,서울특별시,서초구,방배3동
627,BE_IW16-1015,한식/중식/일식,전통음식,한식 일반,한일관,서울특별시,강남구,압구정동
628,BE_IW16-1016,한식/중식/일식,전통음식,한식 일반,한일식당,서울특별시,도봉구,쌍문3동
629,BE_IW16-1017,한식/중식/일식,전통음식,한식 일반,한일장,서울특별시,종로구,종로1.2.3.4가동
630,BE_IW16-1018,한식/중식/일식,전통음식,한식 일반,한촌설렁탕,서울특별시,강동구,성내3동
631,BE_IW16-1019,한식/중식/일식,전통음식,한식 일반,한탄강,서울특별시,강서구,화곡1동
632,BE_IW16-1020,한식/중식/일식,전통음식,한식 일반,할매재첩국,서울특별시,강남구,대치2동
633,BE_IW16-1021,한식/중식/일식,전통음식,한식 일반,함경면옥,서울특별시,용산구,한강로동
634,BE_IW16-1022,한식/중식/일식,전통음식,한식 일반,함지,서울특별시,관악구,성현동
635,BE_IW16-1023,한식/중식/일식,전통음식,한식 일반,함흥냉면,서울특별시,은평구,역촌동
636,BE_IW16-1024,한식/중식/일식,전통음식,한식 일반,함흥면옥,서울특별시,중랑구,면목5동
637,BE_IW16-1025,한식/중식/일식,전통음식,한식 일반,항아리,서울특별시,성북구,정릉3동
638,BE_IW16-1026,한식/중식/일식,전통음식,한식 일반,항아리집,서울특별시,은평구,응암3동
639,BE_IW16-1027,한식/중식/일식,전통음식,한식 일반,항아리칼국수,서울특별시,강북구,우이동
640,BE_IW16-1028,한식/중식/일식,전통음식,한식 일반,해궁막회식당,서울특별시,마포구,성산2동
641,BE_IW16-1029,한식/중식/일식,전통음식,한식 일반,해뜨는집,서울특별시,중랑구,상봉2동
642,BE_IW16-1030,한식/중식/일식,전통음식,한식 일반,해뜨는집,서울특별시,은평구,수색동
643,BE_IW16-1031,한식/중식/일식,전통음식,한식 일반,해마루,서울특별시,동대문구,제기동
644,BE_IW16-1032,한식/중식/일식,전통음식,한식 일반,해마루,서울특별시,강북구,우이동
645,BE_IW16-1033,한식/중식/일식,전통음식,한식 일반,해물나라,서울특별시,마포구,용강동
646,BE_IW16-1034,한식/중식/일식,전통음식,한식 일반,해물마을,서울특별시,영등포구,신길1동
647,BE_IW16-1035,한식/중식/일식,전통음식,한식 일반,해물촌,서울특별시,구로구,오류2동
648,BE_IW16-1036,한식/중식/일식,전통음식,한식 일반,해물칼국수,서울특별시,강서구,화곡1동
649,BE_IW16-1037,한식/중식/일식,전통음식,한식 일반,해밀,서울특별시,은평구,응암1동
650,BE_IW16-1038,한식/중식/일식,전통음식,한식 일반,해성가든,서울특별시,서초구,내곡동
651,BE_IW16-1039,한식/중식/일식,전통음식,한식 일반,해오름,서울특별시,동작구,사당4동
652,BE_IW16-1040,한식/중식/일식,전통음식,한식 일반,해오름,서울특별시,서대문구,남가좌2동
653,BE_IW16-1041,한식/중식/일식,전통음식,한식 일반,해원,서울특별시,노원구,공릉1동
654,BE_IW16-1042,한식/중식/일식,전통음식,한식 일반,해월토장집,서울특별시,강서구,등촌3동
655,BE_IW16-1043,한식/중식/일식,전통음식,한식 일반,해초록사랑,서울특별시,강남구,삼성2동
656,BE_IW16-1044,한식/중식/일식,전통음식,한식 일반,해피타임,서울특별시,강서구,화곡2동
657,BE_IW16-1045,한식/중식/일식,전통음식,한식 일반,행복한밥상,서울특별시,종로구,혜화동
658,BE_IW16-1046,한식/중식/일식,전통음식,한식 일반,향나무집,서울특별시,마포구,도화동
659,BE_IW16-1047,한식/중식/일식,전통음식,한식 일반,향나무집,서울특별시,서초구,서초3동
660,BE_IW16-1048,한식/중식/일식,전통음식,한식 일반,향촌,서울특별시,서대문구,충현동
661,BE_IW16-1049,한식/중식/일식,전통음식,한식 일반,향촌,서울특별시,강동구,고덕1동
662,BE_IW16-1050,한식/중식/일식,전통음식,한식 일반,향촌,서울특별시,서초구,서초3동
663,BE_IW16-1051,한식/중식/일식,전통음식,한식 일반,현대가든,서울특별시,종로구,가회동
664,BE_IW16-1052,한식/중식/일식,전통음식,한식 일반,현대가든,서울특별시,구로구,구로1동
665,BE_IW16-1053,한식/중식/일식,전통음식,한식 일반,현대수산,서울특별시,중구,중림동
666,BE_IW16-0515,한식/중식/일식,전통음식,한식 일반,송옥,서울특별시,강남구,신사동
667,BE_IW16-0516,한식/중식/일식,전통음식,한식 일반,송원,서울특별시,강북구,우이동
668,BE_IW16-0460,한식/중식/일식,전통음식,한식 일반,서린낙지,서울특별시,종로구,종로1.2.3.4가동
669,BE_IW16-0461,한식/중식/일식,전통음식,한식 일반,서서갈비,서울특별시,강서구,가양1동
670,BE_IW16-0462,한식/중식/일식,전통음식,한식 일반,서서갈비압구정,서울특별시,강남구,압구정동
671,BE_IW16-0463,한식/중식/일식,전통음식,한식 일반,서울가든,서울특별시,동작구,신대방1동
672,BE_IW16-0464,한식/중식/일식,전통음식,한식 일반,서울뚝배기,서울특별시,영등포구,양평1동
673,BE_IW16-0465,한식/중식/일식,전통음식,한식 일반,서울식당,서울특별시,동대문구,용신동
674,BE_IW16-0466,한식/중식/일식,전통음식,한식 일반,서울식당,서울특별시,영등포구,양평1동
675,BE_IW16-0467,한식/중식/일식,전통음식,한식 일반,서울식당,서울특별시,노원구,상계5동
676,BE_IW16-0468,한식/중식/일식,전통음식,한식 일반,서울식당,서울특별시,강동구,천호1동
677,BE_IW16-0469,한식/중식/일식,전통음식,한식 일반,서울클럽,서울특별시,중구,장충동
678,BE_IW16-0470,한식/중식/일식,전통음식,한식 일반,서초골,서울특별시,서초구,서초3동
679,BE_IW16-0471,한식/중식/일식,전통음식,한식 일반,석란,서울특별시,서대문구,신촌동
680,BE_IW16-0472,한식/중식/일식,전통음식,한식 일반,설악추어탕,서울특별시,동작구,상도3동
681,BE_IW16-0473,한식/중식/일식,전통음식,한식 일반,성너머집,서울특별시,성북구,성북동
682,BE_IW16-0474,한식/중식/일식,전통음식,한식 일반,성북동누룽지백숙,서울특별시,성북구,성북동
683,BE_IW16-0475,한식/중식/일식,전통음식,한식 일반,성북동돼지갈비집,서울특별시,성북구,성북동
684,BE_IW16-0476,한식/중식/일식,전통음식,한식 일반,성원식당,서울특별시,광진구,구의2동
685,BE_IW16-0477,한식/중식/일식,전통음식,한식 일반,성지식당,서울특별시,양천구,목2동
686,BE_IW16-0478,한식/중식/일식,전통음식,한식 일반,세종가든,서울특별시,용산구,한남동
687,BE_IW16-0479,한식/중식/일식,전통음식,한식 일반,소공동뚝배기집,서울특별시,강남구,삼성1동
688,BE_IW16-0480,한식/중식/일식,전통음식,한식 일반,소공동뚝배기집,서울특별시,중구,소공동
689,BE_IW16-0481,한식/중식/일식,전통음식,한식 일반,소공동뚝배기집,서울특별시,서초구,반포4동
690,BE_IW16-0482,한식/중식/일식,전통음식,한식 일반,소나무,서울특별시,마포구,아현동
691,BE_IW16-0483,한식/중식/일식,전통음식,한식 일반,소나무,서울특별시,강남구,논현2동
692,BE_IW16-0484,한식/중식/일식,전통음식,한식 일반,소나무집,서울특별시,관악구,보라매동
693,BE_IW16-0485,한식/중식/일식,전통음식,한식 일반,소나무집,서울특별시,은평구,진관동
694,BE_IW16-0486,한식/중식/일식,전통음식,한식 일반,소담,서울특별시,강남구,대치4동
695,BE_IW16-0487,한식/중식/일식,전통음식,한식 일반,소담,서울특별시,성북구,동선동
696,BE_IW16-0488,한식/중식/일식,전통음식,한식 일반,소담,서울특별시,송파구,석촌동
697,BE_IW16-0489,한식/중식/일식,전통음식,한식 일반,소담,서울특별시,서대문구,홍제1동
698,BE_IW16-0490,한식/중식/일식,전통음식,한식 일반,소마루,서울특별시,강남구,역삼2동
699,BE_IW16-0491,한식/중식/일식,전통음식,한식 일반,소머리곰탕,서울특별시,영등포구,양평2동
700,BE_IW16-0492,한식/중식/일식,전통음식,한식 일반,소머리곰탕,서울특별시,양천구,신월7동
701,BE_IW16-0493,한식/중식/일식,전통음식,한식 일반,소문난식당,서울특별시,종로구,종로1.2.3.4가동
702,BE_IW16-0494,한식/중식/일식,전통음식,한식 일반,소반,서울특별시,은평구,응암3동
703,BE_IW16-0495,한식/중식/일식,전통음식,한식 일반,소백산,서울특별시,서초구,양재2동
704,BE_IW16-0496,한식/중식/일식,전통음식,한식 일반,소백산가든,서울특별시,서초구,양재2동
705,BE_IW16-0497,한식/중식/일식,전통음식,한식 일반,소야지,서울특별시,강북구,송중동
706,BE_IW16-0498,한식/중식/일식,전통음식,한식 일반,소정,서울특별시,동대문구,제기동
707,BE_IW16-0499,한식/중식/일식,전통음식,한식 일반,소호정본점,서울특별시,서초구,양재2동
708,BE_IW16-0500,한식/중식/일식,전통음식,한식 일반,속초생태집,서울특별시,중구,소공동
709,BE_IW16-0501,한식/중식/일식,전통음식,한식 일반,손가네설렁탕,서울특별시,성북구,성북동
710,BE_IW16-0436,한식/중식/일식,전통음식,한식 일반,살구나무집,서울특별시,강서구,발산1동
711,BE_IW16-0437,한식/중식/일식,전통음식,한식 일반,삼거리,서울특별시,서초구,양재1동
712,BE_IW16-0438,한식/중식/일식,전통음식,한식 일반,삼거리식당,서울특별시,은평구,갈현1동
713,BE_IW16-0439,한식/중식/일식,전통음식,한식 일반,삼거리식당,서울특별시,성동구,사근동
714,BE_IW16-0440,한식/중식/일식,전통음식,한식 일반,삼락,서울특별시,동작구,대방동
715,BE_IW16-0441,한식/중식/일식,전통음식,한식 일반,삼우정,서울특별시,강남구,역삼1동
716,BE_IW16-0442,한식/중식/일식,전통음식,한식 일반,삼원가든,서울특별시,강남구,압구정동
717,BE_IW16-0443,한식/중식/일식,전통음식,한식 일반,삼청각,서울특별시,노원구,하계1동
718,BE_IW16-0444,한식/중식/일식,전통음식,한식 일반,삼호가든,서울특별시,서초구,방배본동
719,BE_IW16-0445,한식/중식/일식,전통음식,한식 일반,삼호가든,서울특별시,양천구,신월2동
720,BE_IW16-0446,한식/중식/일식,전통음식,한식 일반,삼호복집,서울특별시,서초구,서초2동
721,BE_IW16-0447,한식/중식/일식,전통음식,한식 일반,상락원,서울특별시,강남구,역삼1동
722,BE_IW16-0448,한식/중식/일식,전통음식,한식 일반,새마을식당,서울특별시,영등포구,영등포동
723,BE_IW16-0449,한식/중식/일식,전통음식,한식 일반,새마을식당,서울특별시,금천구,독산3동
724,BE_IW16-0450,한식/중식/일식,전통음식,한식 일반,새마을식당,서울특별시,동대문구,회기동
725,BE_IW16-0451,한식/중식/일식,전통음식,한식 일반,새마을식당,서울특별시,송파구,잠실본동
726,BE_IW16-0452,한식/중식/일식,전통음식,한식 일반,새벽집,서울특별시,강남구,청담동
727,BE_IW16-0453,한식/중식/일식,전통음식,한식 일반,샘터가든,서울특별시,관악구,보라매동
728,BE_IW16-0454,한식/중식/일식,전통음식,한식 일반,샘터마루,서울특별시,강북구,우이동
729,BE_IW16-0455,한식/중식/일식,전통음식,한식 일반,서라벌,서울특별시,종로구,혜화동
730,BE_IW16-0456,한식/중식/일식,전통음식,한식 일반,서래,서울특별시,성북구,안암동
731,BE_IW16-0457,한식/중식/일식,전통음식,한식 일반,서래,서울특별시,송파구,잠실본동
732,BE_IW16-0458,한식/중식/일식,전통음식,한식 일반,서래,서울특별시,은평구,갈현2동
733,BE_IW16-0075,한식/중식/일식,전통음식,한식 일반,고석정,서울특별시,강동구,성내1동
734,BE_IW16-0076,한식/중식/일식,전통음식,한식 일반,고향산천,서울특별시,마포구,망원1동
735,BE_IW16-0077,한식/중식/일식,전통음식,한식 일반,고향산천,서울특별시,중구,황학동
736,BE_IW16-0078,한식/중식/일식,전통음식,한식 일반,고향산천,서울특별시,동대문구,휘경1동
737,BE_IW16-0079,한식/중식/일식,전통음식,한식 일반,고향산천,서울특별시,강북구,송천동
738,BE_IW16-0080,한식/중식/일식,전통음식,한식 일반,고향설렁탕,서울특별시,성북구,동선동
739,BE_IW16-0081,한식/중식/일식,전통음식,한식 일반,고향식당,서울특별시,마포구,공덕동
740,BE_IW16-0082,한식/중식/일식,전통음식,한식 일반,고향식당,서울특별시,은평구,역촌동
741,BE_IW16-0253,한식/중식/일식,전통음식,한식 일반,둥지,서울특별시,성동구,금호2.3가동
742,BE_IW16-0254,한식/중식/일식,전통음식,한식 일반,들풀,서울특별시,종로구,혜화동
743,BE_IW16-0255,한식/중식/일식,전통음식,한식 일반,들풀,서울특별시,종로구,청운효자동
744,BE_IW16-0256,한식/중식/일식,전통음식,한식 일반,들풀,서울특별시,동작구,상도1동
745,BE_IW16-0257,한식/중식/일식,전통음식,한식 일반,등나무집,서울특별시,구로구,구로3동
746,BE_IW16-0258,한식/중식/일식,전통음식,한식 일반,등나무집,서울특별시,동대문구,청량리동
747,BE_IW16-0259,한식/중식/일식,전통음식,한식 일반,등나무집,서울특별시,강남구,압구정동
748,BE_IW16-0260,한식/중식/일식,전통음식,한식 일반,등촌칼국수,서울특별시,광진구,자양1동
749,BE_IW16-0261,한식/중식/일식,전통음식,한식 일반,뜨락,서울특별시,강남구,청담동
750,BE_IW16-0262,한식/중식/일식,전통음식,한식 일반,뜨락,서울특별시,광진구,구의3동
751,BE_IW16-0263,한식/중식/일식,전통음식,한식 일반,뜨락,서울특별시,강남구,청담동
752,BE_IW16-0264,한식/중식/일식,전통음식,한식 일반,램랜드,서울특별시,마포구,용강동
753,BE_IW16-0265,한식/중식/일식,전통음식,한식 일반,마담밍,서울특별시,강남구,대치4동
754,BE_IW16-0266,한식/중식/일식,전통음식,한식 일반,마당,서울특별시,서대문구,충현동
755,BE_IW16-0267,한식/중식/일식,전통음식,한식 일반,마산아구와해물,서울특별시,종로구,종로1.2.3.4가동
756,BE_IW16-0268,한식/중식/일식,전통음식,한식 일반,마산아구찜,서울특별시,구로구,개봉1동
757,BE_IW16-0269,한식/중식/일식,전통음식,한식 일반,마산아구찜,서울특별시,송파구,석촌동
758,BE_IW16-0270,한식/중식/일식,전통음식,한식 일반,마산아구찜,서울특별시,강북구,번2동
759,BE_IW16-0271,한식/중식/일식,전통음식,한식 일반,마산아구찜,서울특별시,강서구,염창동
760,BE_IW16-0272,한식/중식/일식,전통음식,한식 일반,마산아구찜,서울특별시,서대문구,북아현동
761,BE_IW16-0273,한식/중식/일식,전통음식,한식 일반,마산집,서울특별시,강남구,신사동
762,BE_IW16-0274,한식/중식/일식,전통음식,한식 일반,마실,서울특별시,종로구,숭인2동
763,BE_IW16-0275,한식/중식/일식,전통음식,한식 일반,마장갈비가든,서울특별시,성동구,사근동
764,BE_IW16-0276,한식/중식/일식,전통음식,한식 일반,마포갈비,서울특별시,성북구,보문동
765,BE_IW16-0277,한식/중식/일식,전통음식,한식 일반,마포갈비,서울특별시,성동구,행당2동
766,BE_IW16-0278,한식/중식/일식,전통음식,한식 일반,마포갈비,서울특별시,동작구,사당1동
767,BE_IW16-0279,한식/중식/일식,전통음식,한식 일반,마포갈비,서울특별시,구로구,구로4동
768,BE_IW16-0280,한식/중식/일식,전통음식,한식 일반,마포갈비,서울특별시,강남구,논현1동
769,BE_IW16-0281,한식/중식/일식,전통음식,한식 일반,마포갈비,서울특별시,양천구,신월7동
770,BE_IW16-0282,한식/중식/일식,전통음식,한식 일반,마포갈비,서울특별시,강북구,삼각산동
771,BE_IW16-0283,한식/중식/일식,전통음식,한식 일반,마포갈비,서울특별시,관악구,은천동
772,BE_IW16-0284,한식/중식/일식,전통음식,한식 일반,마포나루,서울특별시,마포구,신수동
773,BE_IW16-0285,한식/중식/일식,전통음식,한식 일반,마포소금구이,서울특별시,강남구,대치2동
774,BE_IW16-0286,한식/중식/일식,전통음식,한식 일반,마포소금구이,서울특별시,마포구,합정동
775,BE_IW16-0287,한식/중식/일식,전통음식,한식 일반,마포소금구이,서울특별시,중랑구,묵2동
776,BE_IW16-0288,한식/중식/일식,전통음식,한식 일반,마포숯불갈비,서울특별시,송파구,풍납2동
777,BE_IW16-0289,한식/중식/일식,전통음식,한식 일반,마포숯불갈비,서울특별시,영등포구,당산1동
778,BE_IW16-0290,한식/중식/일식,전통음식,한식 일반,마포숯불갈비,서울특별시,송파구,마천2동
779,BE_IW16-0291,한식/중식/일식,전통음식,한식 일반,마포숯불갈비,서울특별시,강남구,일원1동
780,BE_IW16-0292,한식/중식/일식,전통음식,한식 일반,마포집,서울특별시,동작구,사당3동
781,BE_IW16-0293,한식/중식/일식,전통음식,한식 일반,막내회쎈타,서울특별시,영등포구,영등포본동
782,BE_IW16-0294,한식/중식/일식,전통음식,한식 일반,만발,서울특별시,서초구,방배4동
783,BE_IW16-0295,한식/중식/일식,전통음식,한식 일반,만선,서울특별시,성북구,동선동
784,BE_IW16-0296,한식/중식/일식,전통음식,한식 일반,맛골,서울특별시,성북구,석관동
785,BE_IW16-0297,한식/중식/일식,전통음식,한식 일반,먹골,서울특별시,관악구,청룡동
786,BE_IW16-0298,한식/중식/일식,전통음식,한식 일반,먹골촌,서울특별시,중랑구,신내1동
787,BE_IW16-0299,한식/중식/일식,전통음식,한식 일반,먹골촌,서울특별시,중랑구,신내1동
788,BE_IW16-0300,한식/중식/일식,전통음식,한식 일반,메밀촌,서울특별시,성북구,월곡2동
789,BE_IW16-0301,한식/중식/일식,전통음식,한식 일반,메밀촌,서울특별시,은평구,응암1동
790,BE_IW16-0302,한식/중식/일식,전통음식,한식 일반,메밀촌,서울특별시,중랑구,중화2동
791,BE_IW16-0303,한식/중식/일식,전통음식,한식 일반,명가,서울특별시,용산구,이태원1동
792,BE_IW16-0304,한식/중식/일식,전통음식,한식 일반,명동교자,서울특별시,중구,명동
793,BE_IW16-0305,한식/중식/일식,전통음식,한식 일반,명동칼국수,서울특별시,마포구,서강동
794,BE_IW16-0306,한식/중식/일식,전통음식,한식 일반,명동칼국수,서울특별시,은평구,응암1동
795,BE_IW16-0307,한식/중식/일식,전통음식,한식 일반,명문기사식당,서울특별시,송파구,삼전동
796,BE_IW16-0308,한식/중식/일식,전통음식,한식 일반,명산장어,서울특별시,서초구,내곡동
797,BE_IW16-0367,한식/중식/일식,전통음식,한식 일반,버드나무집,서울특별시,도봉구,창2동
798,BE_IW16-0368,한식/중식/일식,전통음식,한식 일반,버드나무집,서울특별시,성동구,왕십리도선동
799,BE_IW16-0369,한식/중식/일식,전통음식,한식 일반,버드나무집서초동본점,서울특별시,서초구,서초2동
800,BE_IW16-0370,한식/중식/일식,전통음식,한식 일반,버섯마을,서울특별시,용산구,한강로동
801,BE_IW16-0371,한식/중식/일식,전통음식,한식 일반,범스,서울특별시,강남구,청담동
802,BE_IW16-0372,한식/중식/일식,전통음식,한식 일반,벽제갈비,서울특별시,송파구,방이1동
803,BE_IW16-0373,한식/중식/일식,전통음식,한식 일반,별궁식당,서울특별시,종로구,삼청동
804,BE_IW16-0374,한식/중식/일식,전통음식,한식 일반,별당,서울특별시,강북구,우이동
805,BE_IW16-0375,한식/중식/일식,전통음식,한식 일반,별미정,서울특별시,성북구,보문동
806,BE_IW16-0376,한식/중식/일식,전통음식,한식 일반,볏짚구이마을,서울특별시,양천구,신월7동
807,BE_IW16-0377,한식/중식/일식,전통음식,한식 일반,볏짚구이마을,서울특별시,강남구,일원1동
808,BE_IW16-0378,한식/중식/일식,전통음식,한식 일반,병천순대,서울특별시,동작구,노량진2동
809,BE_IW16-0379,한식/중식/일식,전통음식,한식 일반,병천순대,서울특별시,영등포구,양평2동
810,BE_IW16-0380,한식/중식/일식,전통음식,한식 일반,보리수,서울특별시,강남구,대치2동
811,BE_IW16-0381,한식/중식/일식,전통음식,한식 일반,보릿골,서울특별시,강동구,둔촌2동
812,BE_IW16-0382,한식/중식/일식,전통음식,한식 일반,보물섬,서울특별시,서대문구,연희동
813,BE_IW16-0383,한식/중식/일식,전통음식,한식 일반,보원,서울특별시,영등포구,영등포동
814,BE_IW16-0384,한식/중식/일식,전통음식,한식 일반,보통사람,서울특별시,서대문구,신촌동
815,BE_IW16-0385,한식/중식/일식,전통음식,한식 일반,본가,서울특별시,중구,명동
816,BE_IW16-0386,한식/중식/일식,전통음식,한식 일반,본가,서울특별시,마포구,서교동
817,BE_IW16-1096,한식/중식/일식,전통음식,한식 일반,회령,서울특별시,노원구,하계1동
818,BE_IW16-1097,한식/중식/일식,전통음식,한식 일반,후포항,서울특별시,강남구,도곡2동
819,BE_IW16-1098,한식/중식/일식,전통음식,한식 일반,흑돈가,서울특별시,강남구,삼성1동
820,BE_IW16-1099,한식/중식/일식,전통음식,한식 일반,흑돈가,서울특별시,노원구,공릉1동
821,BE_IW16-1100,한식/중식/일식,전통음식,한식 일반,흑석골,서울특별시,동작구,흑석동
822,BE_IW16-1101,한식/중식/일식,전통음식,한식 일반,흥부네,서울특별시,용산구,보광동
823,BE_IW16-1102,한식/중식/일식,전통음식,한식 일반,희락,서울특별시,강남구,삼성2동
824,BE_IW16-1103,한식/중식/일식,전통음식,한식 일반,희래,서울특별시,서초구,양재2동
825,BE_IW16-1104,한식/중식/일식,전통음식,한식 일반,힐하우스,서울특별시,관악구,성현동
826,BE_IW16-0309,한식/중식/일식,전통음식,한식 일반,명주,서울특별시,도봉구,방학1동
827,BE_IW16-0310,한식/중식/일식,전통음식,한식 일반,모두,서울특별시,서초구,방배4동
828,BE_IW16-0311,한식/중식/일식,전통음식,한식 일반,모아,서울특별시,강남구,청담동
829,BE_IW16-0312,한식/중식/일식,전통음식,한식 일반,목련식당,서울특별시,강남구,논현2동
830,BE_IW16-0313,한식/중식/일식,전통음식,한식 일반,목로,서울특별시,강남구,신사동
831,BE_IW16-0314,한식/중식/일식,전통음식,한식 일반,목멱산방,서울특별시,중구,필동
832,BE_IW16-0315,한식/중식/일식,전통음식,한식 일반,목포,서울특별시,관악구,성현동
833,BE_IW16-0316,한식/중식/일식,전통음식,한식 일반,목포낙지,서울특별시,중구,동화동
834,BE_IW16-0317,한식/중식/일식,전통음식,한식 일반,목포자매집,서울특별시,강남구,논현2동
835,BE_IW16-0318,한식/중식/일식,전통음식,한식 일반,목포집,서울특별시,동대문구,용신동
836,BE_IW16-0319,한식/중식/일식,전통음식,한식 일반,무돌,서울특별시,강남구,청담동
837,BE_IW16-0320,한식/중식/일식,전통음식,한식 일반,무화잠,서울특별시,강남구,논현1동
838,BE_IW16-0321,한식/중식/일식,전통음식,한식 일반,문,서울특별시,강남구,대치4동
839,BE_IW16-0322,한식/중식/일식,전통음식,한식 일반,뮤즈,서울특별시,강남구,논현2동
840,BE_IW16-0323,한식/중식/일식,전통음식,한식 일반,미가,서울특별시,광진구,중곡1동
841,BE_IW16-0324,한식/중식/일식,전통음식,한식 일반,미가,서울특별시,광진구,화양동
842,BE_IW16-0325,한식/중식/일식,전통음식,한식 일반,미가할매,서울특별시,관악구,신림동
843,BE_IW16-0326,한식/중식/일식,전통음식,한식 일반,미담,서울특별시,양천구,목5동
844,BE_IW16-0327,한식/중식/일식,전통음식,한식 일반,미담,서울특별시,양천구,목5동
